Sn,Task Name,Activity Type,Planned Start,Planned Finish
8302,Excavation,CIV,2023-04-25,2023-06-23
8303,RCC,CIV,2023-06-24,2024-06-17
8304,Erection of Equipment,ERC,2024-08-17,2024-11-14
8305,ISG- Surface Feeder,OTH,2023-02-24,2024-10-25
8306,Equipment Dispatch,DIS,2024-06-28,2024-07-27
8307,Dispatch,DIS,2024-06-28,2024-07-27
8308,Civil Works,OTH,2023-02-24,2023-10-21
8309,Engineering: Foundation,CIV,2023-02-24,2023-04-24
8310,Excavation,CIV,2023-04-25,2023-06-23
8311,RCC,CIV,2023-06-24,2023-10-21
8312,Erection of Equipment,ERC,2024-07-28,2024-10-25
8313, Belt Conveyor-1A/B,OTH,2023-06-24,2025-06-07
8314,Equipment Dispatch,DIS,2024-04-19,2024-05-18
8315,LSBC1-Dispatch,DIS,2024-04-19,2024-05-18
8316,Engineering &Supply of Structure,ENG,2023-11-21,2024-08-01
8317,FOUNDATION MATERIALS CONVEYOR-LC-1A/B,SUP,2023-11-21,2024-04-03
8318,Engineering,ENG,2023-11-21,2023-12-05
8319,Manufacturing,MFG,2023-12-06,2024-03-04
8320,Dispatch,DIS,2024-03-05,2024-04-03
8321,CONVEYOR-LC-1A/B COLUMNS - TRESTLES,SUP,2023-12-06,2024-08-01
8322,Engineering,ENG,2023-12-06,2024-03-04
8323,Manufacturing,MFG,2024-03-05,2024-07-02
8324,Dispatch,DIS,2024-07-03,2024-08-01
8325, CONVEYOR-LC-1A/B BEAMS & BRACING,SUP,2023-12-11,2024-05-23
8326,Engineering,ENG,2023-12-11,2024-01-24
8327,Manufacturing,MFG,2024-01-25,2024-04-23
8328,Dispatch,DIS,2024-04-24,2024-05-23
8329,CONVEYOR-LC-1A/B FLOOR & PLATFORMS,SUP,2023-12-16,2024-06-27
8330,Engineering,ENG,2023-12-16,2024-01-29
8331,Manufacturing,MFG,2024-01-30,2024-05-28
8332,Dispatch,DIS,2024-05-29,2024-06-27
8333,CONVEYOR-LC-1A/B STAIRS & LADDERS,SUP,2023-12-16,2024-04-28
8334,Engineering,ENG,2023-12-16,2024-01-29
8335,Manufacturing,MFG,2024-01-30,2024-03-29
8336,Dispatch,DIS,2024-03-30,2024-04-28
8337,CONVEYOR-LC-1A/B MISC STRUCTURES,SUP,2023-12-21,2024-04-03
8338,Engineering,ENG,2023-12-21,2024-01-19
8339,Manufacturing,MFG,2024-01-20,2024-03-04
8340,Dispatch,DIS,2024-03-05,2024-04-03
8341,Civil Works,CIV,2023-06-24,2024-05-03
8342,Engineering: Foundation,PE - RFC,2023-06-24,2023-08-22
8343,Engineering: Superstructure,ENG,2023-07-24,2023-10-21
8344,Excavation,CIV,2023-08-23,2023-11-20
8345,RCC,CIV,2024-02-04,2024-05-03
8346,Erection,ERC,2024-05-04,2025-06-07
8347,Erection of Structure,ERC,2024-05-04,2024-11-19
8348,Erection of Equipment,ERC,2024-11-20,2025-06-07
8349,Limestone Crusher House,OTH,2023-06-24,2025-09-10
8350,Equipment Dispatch,DIS,2024-04-19,2024-06-17
8351,Dispatch,DIS,2024-04-19,2024-06-17
8352,Engineering &Supply of Structure,ENG,2023-06-24,2023-12-20
8353, FOUNDATION MATERIALS,SUP,2023-06-24,2023-11-05
8354,Engineering,ENG,2023-06-24,2023-07-08
8355,Manufacturing,MFG,2023-07-09,2023-10-06
8356,Dispatch,DIS,2023-10-07,2023-11-05
8357,COLUMNS,SUP,2023-06-24,2023-12-20
8358,Engineering,ENG,2023-06-24,2023-07-23
8359,Manufacturing,MFG,2023-07-24,2023-11-20
8360,Dispatch,DIS,2023-11-21,2023-12-20
8361,BEAMS & BRACING,SUP,2023-06-24,2023-11-20
8362,Engineering,ENG,2023-06-24,2023-07-23
8363,Manufacturing,MFG,2023-07-24,2023-10-21
8364,Dispatch,DIS,2023-10-22,2023-11-20
8365,FLOOR & PLATFORMS,SUP,2023-06-24,2023-11-20
8366,Engineering,ENG,2023-06-24,2023-07-23
8367,Manufacturing,MFG,2023-07-24,2023-10-21
8368,Dispatch,DIS,2023-10-22,2023-11-20
8369,WALL BEAMS,SUP,2023-06-24,2023-11-20
8370,Engineering,ENG,2023-06-24,2023-07-23
8371,Manufacturing,MFG,2023-07-24,2023-10-21
8372,Dispatch,DIS,2023-10-22,2023-11-20
8373,STAIRS & LADDERS,SUP,2023-06-24,2023-10-21
8374,Engineering,ENG,2023-06-24,2023-07-23
8375,Manufacturing,MFG,2023-07-24,2023-09-21
8376,Dispatch,DIS,2023-09-22,2023-10-21
8377,MISC STRUCTURES,SUP,2023-06-24,2023-10-06
8378,Engineering,ENG,2023-06-24,2023-07-23
8379,Manufacturing,MFG,2023-07-24,2023-09-06
8380,Dispatch,DIS,2023-09-07,2023-10-06
8381,Civil Works,CIV,2023-06-24,2024-04-18
8382,Engineering: Foundation,CIV,2023-06-24,2023-08-22
8383,Engineering: Superstructure,ENG,2023-08-23,2023-11-20
8384,Excavation,CIV,2023-08-23,2023-11-20
8385,RCC,CIV,2023-09-22,2024-04-18
8386,Erection of Structure,ERC,2024-04-19,2025-04-13
8387,Erection of Equipment,ERC,2025-04-14,2025-09-10
8388,Limestone Belt Feeder,OTH,2023-02-24,2025-03-04
8389,Equipment Dispatch,DIS,2023-02-24,2024-12-04
8390,Ordering & Engineering,ENG,2024-05-09,2024-09-05
8391,Manufacturing,MFG,2023-02-24,2023-07-23
8392,Dispatch,DIS,2024-09-06,2024-12-04
8393,Equipment Dispatch,DIS,2024-12-05,2025-03-04
8394,Limestone Bulk Storage Silo and Bucket Elevator,OTH,2023-05-25,2025-11-04
8395,Engineering &Supply,ENG,2023-07-24,2025-05-23
8396,FOUNDATION MATERIALS SILO STR,SUP,2023-07-24,2024-07-22
8397,Engineering,ENG,2023-07-24,2023-11-15
8398,Manufacturing,MFG,2023-11-16,2024-06-22
8399,Dispatch,DIS,2024-06-23,2024-07-22
8400,SILO STR COLUMNS,SUP,2023-07-24,2024-10-25
8401,Engineering,ENG,2023-07-24,2024-02-18
8402,Manufacturing,MFG,2024-02-19,2024-09-25
8403,Dispatch,DIS,2024-09-26,2024-10-25
8404,SILO STR BEAMS & BRACING,SUP,2024-02-19,2025-05-23
8405,Engineering,ENG,2024-02-19,2024-09-15
8406,Manufacturing,MFG,2024-09-16,2025-04-23
8407,Dispatch,DIS,2025-04-24,2025-05-23
8408,SILO STR FLOOR & PLATFORMS,SUP,2024-02-19,2025-05-23
8409,Engineering,ENG,2024-02-19,2024-09-15
8410,Manufacturing,MFG,2024-09-16,2025-04-23
8411,Dispatch,DIS,2025-04-24,2025-05-23
8412,SILO STR WALL BEAMS,SUP,2024-02-19,2025-05-23
8413,Engineering,ENG,2024-02-19,2024-09-15
8414,Manufacturing,MFG,2024-09-16,2025-04-23
8415,Dispatch,DIS,2025-04-24,2025-05-23
8416,SILO STR STAIRS & LADDERS,SUP,2024-02-19,2025-05-23
8417,Engineering,ENG,2024-02-19,2024-09-15
8418,Manufacturing,MFG,2024-09-16,2025-04-23
8419,Dispatch,DIS,2025-04-24,2025-05-23
8420,SILO STR MISC STRUCTURES,SUP,2024-02-19,2025-05-23
8421,Engineering,ENG,2024-02-19,2024-09-15
8422,Manufacturing,MFG,2024-09-16,2025-04-23
8423,Dispatch,DIS,2025-04-24,2025-05-23
8424,SILO SHELL,SUP,2024-02-19,2025-05-23
8425,Engineering,ENG,2024-02-19,2024-09-15
8426,Manufacturing,MFG,2024-09-16,2025-04-23
8427,Dispatch,DIS,2025-04-24,2025-05-23
8428,Equipments,SUP,2023-07-24,2024-09-05
8429,Engineering,ENG,2023-07-24,2023-09-21
8430,Ordering,OTH,2023-09-22,2024-01-19
8431,Manufacturing,MFG,2024-01-20,2024-08-06
8432,Dispatch,DIS,2024-08-07,2024-09-05
8433,Civil Works,CIV,2023-05-25,2024-08-21
8434,Engineering: Foundation,ENG,2023-05-25,2023-07-23
8435,Engineering: Superstructure,ENG,2023-06-09,2023-07-23
8436,Excavation,CIV,2023-07-24,2023-10-21
8437,RCC,CIV,2024-01-25,2024-08-21
8438,Erection,ERC,2024-11-10,2025-11-04
8439,Erection of Structure,ERC,2024-11-10,2025-07-07
8440,Erection of Equipment,ERC,2025-07-08,2025-11-04
8441,Limestone Bucket Elevator and Reversible Belt Feeder,OTH,2024-05-25,2024-12-30
8442,Equipment Dispatch,DIS,2024-05-25,2024-09-01
8443,Dispatch,DIS,2024-05-25,2024-09-01
8444,Erection of Equipment,ERC,2024-09-02,2024-12-30
8445,Gypsum Conveyor-1A/B,OTH,2023-06-24,2025-09-30
8446,Equipment Dispatch,DIS,2024-04-19,2024-06-17
8447,Dispatch,DIS,2024-04-19,2024-06-17
8448,Engineering &Supply of Structure,ENG,2023-06-24,2023-12-14
8449,FOUNDATION MATERIALSCONVEYOR-GC-1A/B,SUP,2023-06-24,2023-10-06
8450,Engineering,ENG,2023-06-24,2023-07-08
8451,Manufacturing,MFG,2023-07-09,2023-09-06
8452,Dispatch,DIS,2023-09-07,2023-10-06
8453,FX110 - CONVEYOR-GC-1A/B COLUMNS - TRESTLES,SUP,2023-06-24,2023-11-20
8454,Engineering,ENG,2023-06-24,2023-07-23
8455,Manufacturing,MFG,2023-07-24,2023-10-21
8456,Dispatch,DIS,2023-10-22,2023-11-20
8457,FX210 - CONVEYOR-GC-1A/B BEAMS & BRACING,SUP,2023-06-24,2023-11-20
8458,Engineering,ENG,2023-06-24,2023-07-23
8459,Manufacturing,MFG,2023-07-24,2023-10-21
8460,Dispatch,DIS,2023-10-22,2023-11-20
8461,FX310 - CONVEYOR-GC-1A/B FLOOR & PLATFORMS,SUP,2023-06-24,2023-11-05
8462,Engineering,ENG,2023-06-24,2023-07-23
8463,Manufacturing,MFG,2023-07-24,2023-10-06
8464,Dispatch,DIS,2023-10-07,2023-11-05
8465,FX710 - CONVEYOR-GC-1A/B FASTENERS,SUP,2023-07-04,2023-12-14
8466,Enquiry,OTH,2023-07-04,2023-07-10
8467,Ordering,OTH,2023-07-11,2023-09-08
8468,Engineering,ENG,2023-09-09,2023-09-15
8469,Dispatch,DIS,2023-11-15,2023-12-14
8470,FX810 - CONVEYOR-GC-1A/B STAIRS & LADDERS,SUP,2023-07-14,2023-10-26
8471,Engineering,ENG,2023-07-14,2023-08-12
8472,Manufacturing,MFG,2023-08-13,2023-09-26
8473,Dispatch,DIS,2023-09-27,2023-10-26
8474,FX910 - CONVEYOR-GC-1A/B MISC STRUCTURES,SUP,2023-07-24,2023-10-21
8475,Engineering,ENG,2023-07-24,2023-08-07
8476,Manufacturing,MFG,2023-08-08,2023-09-21
8477,Dispatch,DIS,2023-09-22,2023-10-21
8478,Civil Works,CIV,2023-11-21,2025-02-22
8479,Engineering: Foundation,PE - RFC,2023-11-21,2024-01-19
8480,Engineering: Superstructure,PE - RFC,2024-01-20,2024-04-18
8481,Excavation,CIV,2024-01-20,2024-03-19
8482,RCC,CIV,2024-11-15,2025-02-22
8483,Erection of Structure,ERC,2025-02-23,2025-06-22
8484,Erection of Equipment,ERC,2025-06-23,2025-09-30
8485,Gypsum Travelling Tripper/Gypsum Storage Shed,OTH,2023-05-25,2026-02-17
8486,Equipment Dispatch,DIS,2024-07-14,2024-09-11
8487,Dispatch,DIS,2024-07-14,2024-09-11
8488,Engineering &Supply of Structure,ENG,2023-07-24,2024-12-29
8489,FX014 - FOUNDATION MATERIALSGYPSUM SHED,SUP,2023-07-24,2023-12-20
8490,Engineering,ENG,2023-07-24,2023-08-22
8491,Manufacturing,MFG,2023-08-23,2023-11-20
8492,Dispatch,DIS,2023-11-21,2023-12-20
8493,FX140 - GYPSUM SHED COLUMNS,SUP,2023-07-24,2024-04-03
8494,Engineering,ENG,2023-07-24,2023-09-06
8495,Manufacturing,MFG,2023-09-07,2024-01-04
8496,Dispatch,DIS,2024-01-05,2024-04-03
8497,FX240 - GYPSUM SHED BEAMS & BRACING,SUP,2023-08-23,2024-05-03
8498,Engineering,ENG,2023-08-23,2023-10-06
8499,Manufacturing,MFG,2023-10-07,2024-02-03
8500,Dispatch,DIS,2024-02-04,2024-05-03
8501,FX340 - GYPSUM SHED FLOOR & PLATFORMS,SUP,2024-02-09,2024-08-21
8502,Engineering,ENG,2024-02-09,2024-03-24
8503,Manufacturing,MFG,2024-03-25,2024-05-23
8504,Dispatch,DIS,2024-05-24,2024-08-21
8505,FX640 - GYPSUM SHED WALL BEAMS,SUP,2023-09-02,2024-05-28
8506,Engineering,ENG,2023-09-02,2023-10-31
8507,Manufacturing,MFG,2023-11-01,2024-02-28
8508,Dispatch,DIS,2024-02-29,2024-05-28
8509,FX740 - GYPSUM SHED FASTENERS,SUP,2023-09-07,2024-08-16
8510,Enquiry,ENQ,2023-09-07,2023-10-21
8511,Ordering,ORD,2023-10-22,2024-02-18
8512,Engineering,ENG,2024-02-19,2024-05-18
8513,Dispatch,DIS,2024-07-18,2024-08-16
8514,FX840 - GYPSUM SHED STAIRS & LADDERS,SUP,2023-11-21,2024-08-16
8515,Engineering,ENG,2023-11-21,2024-01-19
8516,Manufacturing,MFG,2024-01-20,2024-05-18
8517,Dispatch,DIS,2024-05-19,2024-08-16
8518,FX940 - GYPSUM SHED MISC STRUCTURES,SUP,2024-01-20,2024-12-29
8519,Engineering,ENG,2024-01-20,2024-03-04
8520,Manufacturing,MFG,2024-03-05,2024-08-31
8521,Dispatch,DIS,2024-09-01,2024-12-29
8522,Civil Works,CIV,2023-05-25,2025-02-22
8523,RFC Civil - Foundation,PE - RFC,2023-05-25,2023-07-23
8524,RFC Civil - Superstructure,PE - RFC,2023-05-25,2023-07-23
8525,Excavation,CIV,2023-12-21,2024-04-18
8526,GYPSUM SHED: RCC,CIV,2024-05-19,2025-02-22
8527,Erection of Structure,ERC,2025-02-23,2025-09-20
8528,Erection & Commissioning of Equipments,COM,2025-09-21,2026-02-17
8529,Pump House for LHP/ GHP,OTH,2024-02-19,2025-07-27
8530,Equipment Dispatch,DIS,2024-04-19,2024-05-18
8531,Dispatch,DIS,2024-04-19,2024-05-18
8532,Civil Works ,CIV,2024-02-19,2025-01-28
8533,RFC Civil - Superstructure,PE - RFC,2024-02-19,2024-05-18
8534,RFC Civil - Foundation,PE - RFC,2024-05-19,2024-07-17
8535,Excavation,CIV,2024-07-18,2024-08-31
8536,RCC,CIV,2024-09-01,2025-01-28
8537,Erection of Equipment,ERC,2025-01-29,2025-07-27
8538,Weigh Bridge,OTH,2024-02-19,2024-10-15
8539,Equipment Dispatch,DIS,2024-04-19,2024-05-18
8540,Dispatch,DIS,2024-04-19,2024-05-18
8541,Civil Works of Weigh Bridge GHP,OTH,2024-02-19,2024-10-15
8542,Weigh Bridge-GHP Foundation ,CIV,2024-02-19,2024-05-18
8543,Excavation,CIV,2024-05-19,2024-07-17
8544,RCC,CIV,2024-07-18,2024-10-15
8545,Civil Works of Weigh Bridge LHP,OTH,2024-02-19,2024-09-30
8546,Weigh Bridge-GHP Foundation ,CIV,2024-02-19,2024-05-18
8547,Excavation,CIV,2024-05-19,2024-07-02
8548,RCC,CIV,2024-07-03,2024-09-30
8549,Erection of Equipment,ERC,2024-07-18,2024-10-15
8550,Electrical and C&I Items,OTH,2024-04-19,2026-02-02
8551,Equipment Dispatch,DIS,2024-04-19,2024-06-17
8552,Dispatch,DIS,2024-04-19,2024-06-17
8553,Erection of Equipment,ERC,2025-10-06,2026-02-02
8554,Misc./Auxiliary Systems,OTH,2024-02-19,2024-11-24
8555,Equipment Dispatch,DIS,2024-02-19,2024-06-17
8556,Dispatch,DIS,2024-02-19,2024-06-17
8557,Erection of Equipment,ERC,2024-08-17,2024-11-24
8558,MCC building,OTH,2023-07-24,2025-03-04
8559,Civil Works,OTH,2023-07-24,2024-08-16
8560,Engineering: Foundation,CIV,2023-07-24,2023-09-21
8561,Engineering: Superstructure,ENG,2023-09-22,2023-11-20
8562,Excavation,CIV,2023-11-21,2023-12-20
8563,RCC,CIV,2023-12-21,2024-08-16
8564,Erection of Panels,ERC,2024-10-16,2025-03-04
8565,Erection of panels,ERC,2024-10-16,2025-03-04
8566,Commissioning of Limestone handling & Crushing System,COM,2025-11-05,2026-02-02
8567,Commissioning of Gypsum Handling System,COM,2026-02-18,2026-05-18
8568,Pumps,OTH,2023-04-05,2024-04-18
8569,Engineering &Supply,ENG,2023-04-05,2023-11-18
8570,BOI-FW701  SLURRY PUMPS & ACCESSORIES(A B C&D),SUP,2023-04-05,2023-11-18
8571,Ordering,ORD,2023-04-05,2023-06-23
8572,Engineering,ENG,2023-06-24,2023-07-23
8573,Manufacturing,MFG,2023-07-24,2023-10-19
8574,Dispatch,DIS,2023-10-20,2023-11-18
8575,BOI- FW702 -WATER PUMPS & ACCESSORIES,SUP,2023-04-15,2023-11-18
8576,Ordering,ORD,2023-04-15,2023-06-23
8577,Engineering,ENG,2023-06-24,2023-07-23
8578,Manufacturing,MFG,2023-07-24,2023-10-19
8579,Dispatch,DIS,2023-10-20,2023-11-18
8580,Civil Works,OTH,2023-08-23,2024-04-18
8581,RFC MISC PUMPS-GA & RC DETAILS OF FOUNDATION,PE - RFC,2023-08-23,2023-10-21
8582,Excavation,CIV,2023-10-22,2023-11-20
8583,RCC,CIV,2023-11-21,2024-04-18
8584,Erection of Equipment,ERC,2023-12-19,2024-01-17
8585,FW701 - SLURRY PUMPS & ACCESSORIES,ERC,2023-12-19,2024-01-17
8586,FW702 - WATER PUMPS & ACCESSORIES,ERC,2023-12-19,2024-01-17
8587,BOI-Tanks-PEM,OTH,2023-02-24,2025-08-11
8588,Engineering &Supply,ENG,2023-02-24,2024-12-24
8589,Ordering,ORD,2023-02-24,2023-10-31
8590,Detailed Engineering,ENG,2023-11-01,2024-04-28
8591,Fabrication /Manufacturing,MFG,2024-04-29,2024-11-24
8592,Dispatch of Primary Hydro Cyclone Feed Tank,DIS,2024-11-25,2024-12-24
8593,Dispatch of Secondary Hydro Cyclone Feed Tank,DIS,2024-11-25,2024-12-24
8594,Dispatch of AUXILIARY ABSORBENT TANK,DIS,2024-11-25,2024-12-24
8595,Dispatch of Limestone Slurry storage Tank,DIS,2024-11-25,2024-12-24
8596,Dispatch of FILTRATE WATER TANK,DIS,2024-11-25,2024-12-24
8597,Dispatch of PROCES WATER TANK,DIS,2024-11-25,2024-12-24
8598,Dispatch of WASTE WATER TANK,DIS,2024-11-25,2024-12-24
8599,Dispatch of BELT WASH TANK,DIS,2024-11-25,2024-12-24
8600,Dispatch of CAKE WASH TANK,DIS,2024-11-25,2024-12-24
8601,Civil,CIV,2024-04-14,2024-06-12
8602,PCE-51400 RFC PRIMARY Hydro CYCLONE FEED TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8603,PCE-51400 RFC SECONDARY Hydro CYCLONE TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8604,PCE-51400 RFC LIMESTONE SLURRY TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8605,PCE-51400 RFC AUXILIARY ABSORBENT TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8606,PCE-51400 RFC FILTRATE WATER TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8607,PCE-51400 RFC WASTE WATER TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8608,PCE-51400 RFC PROCESS WATER TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8609,PCE-51400 RFC BELT FILTER WASHING TANKS: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8610,PCE-51400 RFC CLARIFIED WATER TANK: GA & RCC DETAILS OF FOUNDATION,CIV,2024-04-14,2024-06-12
8611,PCE-51400 RFC CAKE WASH TANK:  GA & RC DETAIL OF FOUNDATION,PE - RFC,2024-04-14,2024-06-12
8612,PCE-51400 RFC NEUTRALIZATION TANK:  GA & RC DETAIL OF FOUNDATION,PE - RFC,2024-04-14,2024-06-12
8613,PWI-13640 Data sheet & General Arrangement of Agitators,OTH,2024-04-14,2024-06-12
8614,Erection / Assembly,ERC,2024-12-25,2025-08-11
8615,Primary Hydro cyclone feed tank,ERC,2025-01-24,2025-08-11
8616,Secondary Hydro cyclone feed tank,ERC,2024-12-25,2025-07-12
8617,Limestone Slurry Storage tank,ERC,2024-12-25,2025-07-12
8618,Auxiliary Absorbent Tank,ERC,2024-12-25,2025-07-12
8619,Filtrate Water Tank,ERC,2024-12-25,2025-07-12
8620,Waste Water Tank,ERC,2024-12-25,2025-07-12
8621,Process Water Tank,ERC,2024-12-25,2025-07-12
8622,Belt Filter Wash Tank,ERC,2024-12-25,2025-07-12
8623,Cake Wash  tank,ERC,2024-12-25,2025-07-12
8624,Electrical Items,OTH,2023-08-23,2026-02-27
8625,Engineering &Supply,ENG,2023-08-23,2025-03-04
8626,FW806 - CONTROL JUNCTION BOX,SUP,2023-09-12,2024-08-13
8627,Enquiry,ENQ,2023-09-12,2023-10-11
8628,Ordering ,ORD,2023-10-12,2023-11-10
8629,Engineering,ENG,2023-11-11,2024-02-06
8630,Dispatch,DIS,2024-07-15,2024-08-13
8631,FW807 - POWER JUNCTION BOX,SUP,2023-09-12,2024-07-14
8632,Enquiry,ENQ,2023-09-12,2023-10-11
8633,Ordering ,ORD,2023-10-12,2023-11-10
8634,Engineering,ENG,2023-11-11,2024-02-06
8635,Dispatch,DIS,2024-06-15,2024-07-14
8636,FW779 - SUPPORTS FOR CABLE TRAYS/CONTR,SUP,2023-09-12,2024-11-04
8637,Enquiry,ENQ,2023-09-12,2023-09-26
8638,Ordering ,ORD,2023-09-27,2023-11-25
8639,Engineering,ENG,2023-11-26,2024-02-08
8640,Dispatch,DIS,2024-10-06,2024-11-04
8641,FW841 - CONTROL VALVES,SUP,2023-10-02,2024-12-24
8642,Enquiry,ENQ,2023-10-02,2023-10-31
8643,Ordering ,ORD,2023-11-01,2023-12-30
8644,Engineering,ENG,2023-12-31,2024-03-29
8645,Dispatch,DIS,2024-11-25,2024-12-24
8646,Electrical - Balance BOIs,SUP,2023-08-23,2025-03-04
8647,Enquiry,ENQ,2023-08-23,2023-09-21
8648,Ordering ,ORD,2023-09-22,2023-11-20
8649,Engineering,ENG,2023-11-21,2024-02-18
8650,Dispatch,DIS,2024-12-05,2025-03-04
8651, Balance BOIs- HOIST  VALVES  CHAIN PULLEY  COMMISSIONING SPARES etc.,SUP,2023-08-23,2025-03-04
8652,Enquiry,ENQ,2023-08-23,2023-09-21
8653,Ordering ,ORD,2023-09-22,2023-11-20
8654,Engineering,ENG,2023-11-21,2024-02-18
8655,Dispatch,DIS,2024-12-05,2025-03-04
8656,Electrical and C&I Erection works (Cable Tray  Cabling  termination  Earthing etc) & Pre-Commissioning,COM,2025-04-19,2026-02-27
8657,Absorber,ERC,2025-09-19,2025-12-27
8658,Duct & Structure,ERC,2025-08-02,2025-12-29
8659,Gates & Dampers,ERC,2025-10-31,2026-02-27
8660,RC Pumps,ERC,2025-07-23,2025-09-20
8661,Oxidation Blower,ERC,2025-05-18,2025-07-16
8662,FGD Control Room,ERC,2025-05-24,2025-09-20
8663,Gypsum Dewatering System,ERC,2025-04-19,2025-07-17
8664,Agitators,ERC,2025-04-19,2025-06-17
8665,ACW System,ERC,2025-10-24,2026-01-21
8666,Compressor House,ERC,2025-04-19,2025-07-07
8667,Pumps,ERC,2025-04-19,2025-07-02
8668,Valves,ERC,2025-04-19,2025-07-02
8669, HT Motors,OTH,2023-06-24,2025-05-17
8670,Engineering and Supply,ENG,2023-06-24,2024-10-05
8671,RC PUMP MOTOR,OTH,2023-06-24,2024-09-05
8672,Engineering,ENG,2023-06-24,2023-08-22
8673,Manufacturing,MFG,2023-08-23,2024-08-06
8674,Dispatch,DIS,2024-08-07,2024-09-05
8675,OXIDATION BLOWER MOTOR,SUP,2023-06-24,2024-10-05
8676,Engineering,ENG,2023-06-24,2023-09-21
8677,Manufacturing,MFG,2023-09-22,2024-09-05
8678,Dispatch,DIS,2024-09-06,2024-10-05
8679,Erection,ERC,2025-04-03,2025-05-17
8680,RC PUMP MOTOR,ERC,2025-04-03,2025-05-02
8681,OXIDATION BLOWER MOTOR,ERC,2025-04-18,2025-05-17
8682,Earthing,OTH,2023-03-26,2023-09-26
8683,Ordering,OTH,2023-03-26,2023-05-24
8684,Engineering,ENG,2023-05-25,2023-07-23
8685,Manufacturing,MFG,2023-06-29,2023-08-27
8686,Dispatch,DIS,2023-08-28,2023-09-26
8687,Sub Systems,OTH,2023-02-24,2025-12-28
8688,Absorber,OTH,2023-02-24,2025-12-28
8689,Engineering and Supplies,ENG,2023-02-24,2025-10-15
8690,Absorber-Structure,OTH,2023-02-24,2024-07-27
8691,FW226 - EQWT,SUP,2023-02-24,2024-01-31
8692,Engineering,ENG,2023-02-24,2023-07-15
8693,Manufacturing,MFG,2023-07-16,2024-01-01
8694,Dispatch,DIS,2023-12-03,2024-01-31
8695,FW281 - FOUNDATION MATL FOR ABSORBER,SUP,2023-02-24,2024-01-01
8696,Engineering,ENG,2023-02-24,2023-07-15
8697,Manufacturing,MFG,2023-07-16,2023-12-02
8698,Dispatch,DIS,2023-11-03,2024-01-01
8699,FW285 - SUPRTING STR FOR EMERGENCY QWT,SUP,2023-02-24,2024-02-28
8700,Ordering,ORD,2023-02-24,2023-06-23
8701,Engineering,ENG,2023-04-25,2023-08-22
8702,Manufacturing,MFG,2023-08-23,2024-01-29
8703,Dispatch,DIS,2023-12-31,2024-02-28
8704,FW300 - ABSORBER COLUMN,SUP,2023-02-24,2024-03-29
8705,Engineering,ENG,2023-02-24,2023-10-12
8706,Manufacturing,MFG,2023-10-13,2024-02-28
8707,Dispatch,DIS,2024-01-30,2024-03-29
8708,FW301 - ABSORBER BEAM AND BRACINGS,SUP,2023-02-24,2024-03-30
8709,Engineering,ENG,2023-02-24,2023-09-12
8710,Manufacturing,MFG,2023-09-13,2024-02-29
8711,Dispatch,DIS,2024-01-31,2024-03-30
8712,FW302 - ABSORBER LOWER FLOORS,SUP,2023-02-24,2024-03-30
8713,Engineering,ENG,2023-02-24,2023-09-12
8714,Manufacturing,MFG,2023-09-13,2024-02-29
8715,Dispatch,DIS,2024-01-31,2024-03-30
8716,FW303 - ABSORBER UPPER FLOORS,SUP,2023-02-24,2024-03-30
8717,Engineering,ENG,2023-02-24,2023-09-12
8718,Manufacturing,MFG,2023-09-13,2024-02-29
8719,Dispatch,DIS,2024-01-31,2024-03-30
8720,FW304 - ABSORBER FLOOR GRILLS,SUP,2023-02-24,2024-06-18
8721,Engineering,ENG,2023-02-24,2023-09-12
8722,Manufacturing,MFG,2023-09-13,2024-05-19
8723,Dispatch,DIS,2024-04-20,2024-06-18
8724,FW305 - ABSORBER STAIR & HANDRAILS,SUP,2023-02-24,2024-07-27
8725,Ordering,ORD,2023-02-24,2023-06-23
8726,Engineering,ENG,2023-04-25,2023-10-21
8727,Manufacturing,MFG,2023-10-22,2024-06-27
8728,Dispatch,DIS,2024-05-29,2024-07-27
8729,FW306 - ABSORBER HSFG FASTNERS,SUP,2023-02-24,2024-06-27
8730,Engineering,ENG,2023-02-24,2023-10-21
8731,Manufacturing,MFG,2023-10-22,2024-05-28
8732,Dispatch,DIS,2024-04-29,2024-06-27
8733,FW307 - ABSORBER MISCELLANEOUS,SUP,2023-02-24,2024-06-27
8734,Engineering,ENG,2023-02-24,2023-10-21
8735,Manufacturing,MFG,2023-10-22,2024-05-28
8736,Dispatch,DIS,2024-04-29,2024-06-27
8737, Absorber Casing,OTH,2023-02-24,2024-06-27
8738,FW201-ABSORBER RC PUMP NOZZLE,SUP,2023-02-24,2024-06-27
8739,Engineering,ENG,2023-02-24,2023-10-21
